scian_2023,nombre
466114,"Comercio al por menor de cristalería, loza y utensilios de cocina (comercio al por menor por internet de cristalería, loza y utensilios de cocina)"
466211,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo (comercio al por menor por internet de mobiliario, equipo y accesorios de cómputo)"
466212,Comercio al por menor de teléfonos y otros aparatos de comunicación (comercio al por menor por internet de teléfonos y otros aparatos de comunicación)
466311,"Comercio al por menor de alfombras, cortinas, tapices y similares (comercio al por menor por internet de alfombras, cortinas, tapices y similares)"
466312,Comercio al por menor de plantas y flores naturales (comercio al por menor por internet de plantas y flores naturales)
466313,Comercio al por menor de antigüedades y obras de arte (comercio al por menor por internet de antigüedades y obras de arte)
466314,Comercio al por menor de lámparas ornamentales y candiles (comercio al por menor por internet de lámparas ornamentales y candiles)
466319,"Comercio al por menor de otros artículos para la decoración de interiores (comercio al por menor por internet de objetos de porcelana y cerámica, y otros artículos para la decoración de interiores)"
466410,Comercio al por menor de artículos usados (comercio al por menor de artículos usados por internet)
467111,Comercio al por menor en ferreterías y tlapalerías (comercio al por menor por internet en ferreterías y tlapalerías)
467112,Comercio al por menor de pisos y recubrimientos cerámicos (comercio al por menor por internet de pisos y recubrimientos cerámicos)
467113,Comercio al por menor de pintura (comercio al por menor por internet de pintura)
467114,Comercio al por menor de vidrios y espejos (comercio al por menor por internet de vidrios y espejos)
467115,Comercio al por menor de artículos para la limpieza (comercio al por menor por internet de artículos para la limpieza)
467116,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas (comercio al por menor por internet de materiales para la construcción en tiendas de autoservicio)
467117,Comercio al por menor de artículos para albercas y otros artículos (comercio al por menor por internet de artículos para albercas y otros artículos)
468111,Comercio al por menor de automóviles y camionetas nuevos (comercio al por menor por internet de automóviles y camionetas nuevos)
468112,Comercio al por menor de automóviles y camionetas usados (comercio al por menor por internet de automóviles y camionetas usados)
468211,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones (comercio al por menor por internet de partes y refacciones nuevas para automóviles, camionetas y camiones)"
468212,"Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones (comercio al por menor por internet de partes y refacciones usadas para automóviles, camionetas y camiones)"
468213,"Comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones (comercio al por menor por internet de llantas y cámaras para automóviles, camionetas y camiones)"
468311,Comercio al por menor de motocicletas (comercio al por menor por internet de motocicletas)
468319,"Comercio al por menor de otros vehículos de motor (comercio al por menor por internet de lanchas y yates de motor, aeronaves para uso particular y otros vehículos de motor)"
468411,Comercio al por menor de gasolina y diésel (comercio al por menor por internet de gasolina y diésel)
468412,Comercio al por menor de gas LP en cilindros y para tanques estacionarios (comercio al por menor de gas LP en cilindros y para tanques estacionarios por internet)
468413,Comercio al por menor de gas LP en estaciones de carburación (comercio al por menor por internet de gas LP en estaciones de carburación)
468414,Comercio al por menor en estaciones de gas natural vehicular (comercio al por menor por internet en estaciones de gas natural vehicular)
468419,"Comercio al por menor de otros combustibles (comercio al por menor por internet de petróleo diáfano, carbón vegetal y leña)"
468420,"Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor (comercio al por menor por internet de aceites y grasas lubricantes, aditivos y similares para vehículos de motor)"
469110,"Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares (comercio al por menor correo, y por televisión)"
468412,Comercio al por menor de gas LP en cilindros y para tanques estacionarios (comercio al por menor de gas LP en cilindros y para tanques estacionarios)
469110,"Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares (comisionistas, comercio al por menor de puerta en puerta, por catálogo, en máquinas expendedoras y otras formas de comercio n.c.p.*)"
482110,Transporte por ferrocarril (transporte de pasajeros por ferrocarril)
487110,Transporte turístico por tierra (transporte turístico por ferrocarril)
482110,Transporte por ferrocarril (transporte de carga por ferrocarril)
485111,Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija 
485112,Transporte colectivo urbano y suburbano de pasajeros en automóviles de ruta fija 
485113,Transporte colectivo urbano y suburbano de pasajeros en trolebuses y trenes ligeros 
485114,Transporte colectivo urbano y suburbano de pasajeros en metro 
485115,Transporte colectivo urbano y suburbano de pasajeros en autobuses que transitan en carril exclusivo 
485210,Transporte colectivo foráneo de pasajeros de ruta fija 
485311,Transporte de pasajeros en taxis de sitio (transporte de pasajeros en taxis de sitio)
485312,Transporte de pasajeros en taxis de ruleteo (transporte de pasajeros en taxis de ruleteo)
485320,Alquiler de automóviles con chofer 
485410,Transporte escolar y de personal 
485510,Alquiler de autobuses con chofer 
485990,Otro transporte terrestre de pasajeros 
487110,Transporte turístico por tierra (transporte turístico en autobús y camión)
487990,Otro transporte turístico (teleféricos y funiculares)
713920,Pistas para esquiar (operación de ascensores de esquí)
484111,Autotransporte local de productos agrícolas sin refrigeración 
484119,Otro autotransporte local de carga general 
484121,Autotransporte foráneo de productos agrícolas sin refrigeración 
484129,Otro autotransporte foráneo de carga general 
484210,Servicios de mudanzas 
484221,Autotransporte local de materiales para la construcción 
484222,Autotransporte local de materiales y residuos peligrosos 
484223,Autotransporte local con refrigeración 
484224,Autotransporte local de madera 
484229,Otro autotransporte local de carga especializado 
484231,Autotransporte foráneo de materiales para la construcción 
484232,Autotransporte foráneo de materiales y residuos peligrosos 
484233,Autotransporte foráneo con refrigeración 
484234,Autotransporte foráneo de madera 
484239,Otro autotransporte foráneo de carga especializado 
221311,"Captación, tratamiento y suministro de agua realizados por el sector privado (suministro de agua en pipas realizado por el sector privado)"
221312,"Captación, tratamiento y suministro de agua realizados por el sector público (suministro de agua en pipas realizado por el sector público)"
486110,Transporte de petróleo crudo por ductos 
486210,Transporte de gas natural por ductos 
486910,Transporte por ductos de productos refinados del petróleo 
486990,"Transporte por ductos de otros productos, excepto de productos refinados del petróleo "
483111,"Transporte marítimo de altura, excepto de petróleo y gas natural (transporte marítimo de altura de pasajeros)"
